id	name	namespace	UPS1_mean	UPS2_mean	UPS1_01	UPS1_02	UPS1_03	UPS1_04	UPS2_01	UPS2_02	UPS2_03	UPS2_04	UPS1_01_n_peptide	UPS1_02_n_peptide	UPS1_03_n_peptide	UPS1_04_n_peptide	UPS2_01_n_peptide	UPS2_02_n_peptide	UPS2_03_n_peptide	UPS2_04_n_peptide	UPS1_01_n_samp_children	UPS1_02_n_samp_children	UPS1_03_n_samp_children	UPS1_04_n_samp_children	UPS2_01_n_samp_children	UPS2_02_n_samp_children	UPS2_03_n_samp_children	UPS2_04_n_samp_children
GO:0000375	RNA splicing, via transesterification reactions	biological_process	23.760025560713686	23.722614495918855	24.110262503440318	24.399367694945294	21.884783471308722	23.60003368424551	24.23558608452329	23.054061818640246	24.214373701907057	22.82753505597471	3.0	3.0	2.0	3.0	4.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0000376	RNA splicing, via transesterification reactions with guanosine as nucleophile	biological_process	21.622299233355776	22.31053294429343	21.533609997215823	22.559119663012638	21.584807541274007	19.074123827467538	22.333782309143018	22.29323097439555	21.646785256966318	22.758840840593894	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	biological_process	23.388122307251805	23.042766110737894	23.845560339311245	23.926890957769604	19.471545731625145	23.53600997884967	23.786272898829143	21.767207322133697	23.947839235240576	18.40089028737188	2.0	2.0	1.0	2.0	3.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000387	spliceosomal snRNP assembly	biological_process	24.47164974871475	24.31572385848461	25.266403678931084	24.55368710568426	24.089573447723197	23.285172047095173	24.436285156194835	24.894423744487327	23.437491737802645	24.123582933796246	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000389	mRNA 3'-splice site recognition	biological_process	20.856645185998264	20.895738852794207	21.10094917128608	20.338616576248228	21.52593734949081	19.932139172874233	20.575912374638126	21.23944189650384	20.477504859496285	21.13633895069238	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation	biological_process	20.986795661739883	20.22769877118277	21.147742578601775	21.528355753087464	20.96179987275921	19.814159991725706	19.733324751304835	20.59521564105178	NA	NA	1.0	2.0	1.0	1.0	1.0	1.0	NA	NA	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA
GO:0000398	mRNA splicing, via spliceosome	biological_process	23.388122307251805	23.042766110737894	23.845560339311245	23.926890957769604	19.471545731625145	23.53600997884967	23.786272898829143	21.767207322133697	23.947839235240576	18.40089028737188	2.0	2.0	1.0	2.0	3.0	2.0	2.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000400	four-way junction DNA binding	molecular_function	28.69668921223801	28.7824656039372	29.104931420252285	28.72416769452548	28.0195527880401	28.736946938848337	28.853409268997723	28.83317443199812	28.794177111634706	28.63952606697319	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000408	EKC/KEOPS complex	cellular_component	24.404991592140135	24.40163990037995	24.850986929921035	24.53114075697727	22.859678709399137	24.67252531429115	24.485312122183466	23.739235487451637	24.887719175677187	24.26213446753514	8.0	8.0	5.0	8.0	8.0	6.0	7.0	6.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000413	protein peptidyl-prolyl isomerization	biological_process	28.166619660496103	27.2758803016829	27.777383813981498	28.089666074060126	28.184968918818083	28.517805448688115	27.42166371186685	26.946659066172845	27.396358486910803	27.291103234581037	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000428	DNA-directed RNA polymerase complex	cellular_component	32.20396363163704	32.11971684873533	32.315256832400216	32.17678685559369	32.08559484936373	32.22861869534753	32.135441958406545	32.16814466250161	32.01120020799167	32.158661405090996	135.0	147.0	130.0	144.0	138.0	134.0	138.0	135.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000439	transcription factor TFIIH core complex	cellular_component	22.704879793931752	21.756676935281195	23.256600059513424	22.961562774114377	19.936941135592086	22.959020106087745	22.646219788540936	20.062036243766066	22.524379155666328	18.877543172565108	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000451	rRNA 2'-O-methylation	biological_process	28.009005873098204	27.706288322314908	28.003747477063282	28.18779564120655	27.70341274876113	28.09659737681099	27.744331132066158	27.415648258501594	27.73076718143777	27.8935854403205	29.0	33.0	28.0	29.0	34.0	26.0	31.0	32.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000453	enzyme-directed rRNA 2'-O-methylation	biological_process	28.009005873098204	27.706288322314908	28.003747477063282	28.18779564120655	27.70341274876113	28.09659737681099	27.744331132066158	27.415648258501594	27.73076718143777	27.8935854403205	29.0	33.0	28.0	29.0	34.0	26.0	31.0	32.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000455	enzyme-directed rRNA pseudouridine synthesis	biological_process	27.392472263378455	27.454194153923403	27.642830602203116	27.547406907399054	27.089368190689687	27.21885949188585	27.514436843878677	27.53456018976959	27.346202721366932	27.413509720450755	32.0	34.0	26.0	33.0	36.0	30.0	32.0	30.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000459	exonucleolytic trimming involved in rRNA processing	biological_process	22.6875701224502	22.556117450214302	23.67533227015163	23.67762733293431	17.05838508756882	16.103807728528263	24.449978060327364	20.42394176740727	17.577901381320988	17.167903878892314	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000460	maturation of 5.8S rRNA	biological_process	23.8072794725036	24.10129673527053	23.51706076122089	23.9654813294123	23.537164133208318	24.11421038303911	24.192193370546452	23.812981564015118	24.041478959620676	24.311342685171873	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process	30.89266795153085	30.81743272342723	31.06727040108117	30.79184311620166	30.83914439827823	30.85653693570106	30.7895573998702	31.074369077767123	30.57102258932192	30.79006115269094	17.0	20.0	17.0	19.0	20.0	15.0	19.0	17.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process	25.81983267322913	26.317364912086585	26.106452451026776	26.228797779066227	24.392593200907037	25.931727002421002	25.63346926954063	26.59887866025728	25.31575949550756	27.050809842301376	12.0	15.0	8.0	11.0	12.0	9.0	11.0	10.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000464	endonucleolytic cleavage in ITS1 upstream of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process	23.716052434799472	23.322402822167724	24.53946501868501	23.644140276109056	23.766627932593643	21.677210194967056	24.04357727264968	23.62999916432145	20.187387829726333	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000466	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process	23.8072794725036	24.10129673527053	23.51706076122089	23.9654813294123	23.537164133208318	24.11421038303911	24.192193370546452	23.812981564015118	24.041478959620676	24.311342685171873	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000467	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process	22.6875701224502	22.556117450214302	23.67533227015163	23.67762733293431	17.05838508756882	16.103807728528263	24.449978060327364	20.42394176740727	17.577901381320988	17.167903878892314	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000469	cleavage involved in rRNA processing	biological_process	24.291583172587796	23.74240472390552	25.171152833840644	24.66098096277154	23.78035961533457	21.707194385701765	25.261040763085095	23.778429469451876	20.406302249810384	17.167903878892314	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0
GO:0000470	maturation of LSU-rRNA	biological_process	30.464566056710137	30.725601959169772	30.805567493956232	30.265741623236764	30.61088122621964	30.059812221263737	30.63346739976741	30.865346652568608	30.634835867986915	30.755771601191984	25.0	27.0	21.0	22.0	24.0	22.0	22.0	22.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000478	endonucleolytic cleavage involved in rRNA processing	biological_process	23.716052434799472	23.322402822167724	24.53946501868501	23.644140276109056	23.766627932593643	21.677210194967056	24.04357727264968	23.62999916432145	20.187387829726333	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA
GO:0000479	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process	23.716052434799472	23.322402822167724	24.53946501868501	23.644140276109056	23.766627932593643	21.677210194967056	24.04357727264968	23.62999916432145	20.187387829726333	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA
GO:0000502	proteasome complex	cellular_component	30.106078040011703	30.06683237888731	30.026596859486055	30.289663506318817	29.929975327859342	30.15265072242096	30.219316474422854	29.860635946985735	30.07886822266447	30.08592412171251	58.0	59.0	53.0	58.0	61.0	58.0	55.0	55.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000700	mismatch base pair DNA N-glycosylase activity	molecular_function	26.363678619991564	26.39897660639534	26.459076229574457	26.571836073012264	25.512791255408832	26.652904874887792	26.399396850708957	26.44667273525468	26.289820104886903	26.45412462327913	6.0	7.0	5.0	5.0	5.0	5.0	7.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000702	oxidized base lesion DNA N-glycosylase activity	molecular_function	24.978659193473163	25.33847985800291	25.03858279768478	24.88117337987283	25.19613029028059	24.761462469650592	25.808381757064705	25.00747033805251	24.467158094851705	25.68711897566837	3.0	3.0	1.0	2.0	2.0	3.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000712	resolution of meiotic recombination intermediates	biological_process	24.287998573196784	24.24548096023861	25.219724372102405	24.504292203705504	19.90813275173279	24.107938944297565	24.18929267307279	24.693013345522385	23.870423703662638	24.098945753989764	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000715	nucleotide-excision repair, DNA damage recognition	biological_process	26.9277466642007	26.82788476239707	27.02593318183175	27.260330679678074	26.417169828536554	26.881368560808845	27.145986297896158	26.774536548638103	26.658873699391084	26.6761408765612	31.0	34.0	25.0	32.0	35.0	28.0	31.0	31.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000716	transcription-coupled nucleotide-excision repair, DNA damage recognition	biological_process	26.9277466642007	26.82788476239707	27.02593318183175	27.260330679678074	26.417169828536554	26.881368560808845	27.145986297896158	26.774536548638103	26.658873699391084	26.6761408765612	31.0	34.0	25.0	32.0	35.0	28.0	31.0	31.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000723	telomere maintenance	biological_process	26.199686225714114	25.416173241969986	26.620957811610097	26.367083636930175	26.111810475412057	25.455379849622997	25.741503830778722	26.370606452136357	20.917153745789925	25.029716377261657	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000724	double-strand break repair via homologous recombination	biological_process	27.027932752227542	27.18252477162205	27.009974027262476	27.388196258805735	27.151270064380288	26.382856265415015	26.976808848241394	27.00625901982663	26.7172174546064	27.789994016902337	7.0	11.0	8.0	9.0	9.0	9.0	8.0	9.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000725	recombinational repair	biological_process	27.206230175454284	27.32378506706687	27.185350753232385	27.540903569851427	27.2945915798718	26.671137692580118	27.158478822086284	27.130783342992707	26.909203945509013	27.892536912141086	14.0	18.0	12.0	16.0	14.0	13.0	14.0	14.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000726	non-recombinational repair	biological_process	24.521389458008013	24.355733120400146	24.54131804938746	24.22886109422917	24.984999480695578	24.182468941498318	24.30686621427717	24.548991781992655	24.59351902541008	23.863207765024043	5.0	5.0	4.0	4.0	6.0	4.0	5.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000731	DNA synthesis involved in DNA repair	biological_process	24.75010756329616	25.195089239030896	24.6494891455926	25.271770832167363	23.605820711635484	24.988092414101864	24.66272875494179	23.584673114092556	26.456407160545094	24.418950062828	7.0	8.0	5.0	9.0	8.0	4.0	9.0	7.0	NA	1.0	NA	1.0	NA	NA	NA	NA
GO:0000738	DNA catabolic process, exonucleolytic	biological_process	24.973761012303875	23.261223613941766	24.091115151518796	23.971106308604025	26.41258526006425	22.9595470738997	23.469679105747087	23.82926755825816	22.89138864234476	22.495519620914607	6.0	7.0	5.0	5.0	6.0	4.0	5.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000746	conjugation	biological_process	32.95979555466998	32.92448211421694	33.143533156959464	32.7770246785696	33.159859560289455	32.6986390144565	32.69378985788333	33.21699930078977	32.72027251124939	33.001704118243964	30.0	29.0	28.0	28.0	29.0	29.0	28.0	29.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000774	adenyl-nucleotide exchange factor activity	molecular_function	29.097991854511093	28.899729568891	29.43856523914517	28.88162323466185	29.302193194465858	28.625988176418375	28.856965299151813	29.172681313339123	28.62209859426023	28.89392542857786	11.0	11.0	10.0	12.0	11.0	10.0	11.0	11.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000775	chromosome, centromeric region	cellular_component	NA	26.343821748381572	NA	NA	NA	NA	27.288371259827446	NA	22.614762914252097	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000776	kinetochore	cellular_component	22.692779273884053	22.481706169017393	22.107632473359658	21.973448080016055	23.480244793085458	NA	21.52373528493849	23.66940228033234	21.028484671095956	22.23381702253933	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000781	chromosome, telomeric region	cellular_component	21.430246590350297	21.14845523527818	22.013359692736113	NA	NA	20.43578060324125	21.147201828317673	21.84491437434253	NA	19.75383889087096	1.0	NA	NA	1.0	1.0	1.0	NA	1.0	1.0	NA	NA	1.0	1.0	1.0	NA	1.0
GO:0000782	telomere cap complex	cellular_component	26.199686225714114	25.416173241969986	26.620957811610097	26.367083636930175	26.111810475412057	25.455379849622997	25.741503830778722	26.370606452136357	20.917153745789925	25.029716377261657	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000783	nuclear telomere cap complex	cellular_component	26.199686225714114	25.416173241969986	26.620957811610097	26.367083636930175	26.111810475412057	25.455379849622997	25.741503830778722	26.370606452136357	20.917153745789925	25.029716377261657	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000784	nuclear chromosome, telomeric region	cellular_component	21.430246590350297	21.14845523527818	22.013359692736113	NA	NA	20.43578060324125	21.147201828317673	21.84491437434253	NA	19.75383889087096	1.0	NA	NA	1.0	1.0	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000785	chromatin	cellular_component	NA	27.343821748381572	NA	NA	NA	NA	28.288371259827446	NA	23.614762914252097	NA	NA	NA	NA	NA	2.0	NA	2.0	NA	NA	NA	NA	NA	2.0	NA	2.0	NA
GO:0000786	nucleosome	cellular_component	24.271503691279726	24.186404048113683	24.757685882710348	24.054226333438105	23.80671663580622	24.292274740200174	24.096299904522972	24.889441078562747	23.927973013126415	23.441289076622205	2.0	2.0	1.0	2.0	2.0	2.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000790	nuclear chromatin	cellular_component	NA	26.343821748381572	NA	NA	NA	NA	27.288371259827446	NA	22.614762914252097	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	1.0	NA	1.0	NA
GO:0000791	euchromatin	cellular_component	NA	26.343821748381572	NA	NA	NA	NA	27.288371259827446	NA	22.614762914252097	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	1.0	NA	1.0	NA
GO:0000796	condensin complex	cellular_component	26.48710350915654	27.15514100176636	22.549495947286857	26.869964816629107	26.94199447391123	26.820679712411668	27.106802862986083	26.905830527757278	27.312584995399117	27.261278277634723	3.0	3.0	3.0	4.0	3.0	3.0	4.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000800	lateral element	cellular_component	20.893767124137472	21.16406072649044	20.831656473940644	20.7874718306499	21.445335214453795	20.266696577526428	20.694774068623094	21.517585402457996	NA	NA	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000810	diacylglycerol diphosphate phosphatase activity	molecular_function	20.80173413394005	21.249907158862737	20.527476030805143	20.654488153317118	20.701685341046804	21.220896095598953	21.21554567837104	20.6631408895366	21.41935864454237	21.552163822944973	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000811	GINS complex	cellular_component	24.016605106121855	23.36652261208746	23.945244961887905	23.894341342472025	24.290270483529074	23.89731344269919	23.608201316361576	24.22921683363419	23.26252391610487	19.504042977350462	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000820	regulation of glutamine family amino acid metabolic process	biological_process	24.46933219063976	24.128688139985123	24.288877222284274	24.848401443603482	23.895971394246587	24.664709209642886	24.315055015628737	24.224283662395624	23.814531085210135	24.113136414581533	8.0	10.0	5.0	9.0	8.0	7.0	6.0	6.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000902	cell morphogenesis	biological_process	29.643125698293773	29.64465234758896	29.764647111317597	29.70980699269906	29.55767479758776	29.52647098795735	29.711987210975852	29.814465087094845	29.373961015405715	29.64232196185556	33.0	33.0	30.0	33.0	34.0	27.0	31.0	31.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0
GO:0000904	cell morphogenesis involved in differentiation	biological_process	19.383208094358206	19.826379121706008	19.990881206676264	19.595633788496723	NA	17.72833573508536	19.80936260369385	20.27953541746717	19.813158142846596	19.20891527324389	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0
GO:0000906	6,7-dimethyl-8-ribityllumazine synthase activity	molecular_function	26.914325019599207	26.865992708391403	26.732944481965216	27.235099826640482	25.975953547426514	27.344415995160038	27.377586250678668	25.74200762215479	26.958392955776223	26.935569539871807	6.0	7.0	4.0	6.0	6.0	4.0	5.0	6.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000910	cytokinesis	biological_process	30.465999184939697	30.518432811993243	30.599527019533443	30.329507674204184	30.590658433556012	30.318873934850053	30.493592143561123	30.68340140152948	30.332438220590493	30.54259122937244	72.0	78.0	63.0	78.0	82.0	65.0	76.0	74.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000917	division septum assembly	biological_process	24.385877512702134	24.535099334663137	24.36467637460165	24.433003778635342	24.287695136523695	24.452378700299537	25.156749691761547	24.45533779417263	25.123120997262436	18.150381736459014	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000920	septum digestion after cytokinesis	biological_process	22.98126094455922	22.60747676168575	22.10500723720078	23.733527716025556	22.367907095221916	23.141028421892294	22.25065872170684	22.305886092144785	23.36056641815076	22.138265282076286	4.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000922	spindle pole	cellular_component	20.71759271562196	NA	NA	20.71759271562196	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000930	gamma-tubulin complex	cellular_component	23.355032011571797	23.17680062199484	24.200783846402167	23.59292086400895	17.945872268300157	NA	23.563822784103206	24.083796050835396	22.87682506950787	15.505608016264889	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0
GO:0000931	gamma-tubulin large complex	cellular_component	23.355032011571797	23.17680062199484	24.200783846402167	23.59292086400895	17.945872268300157	NA	23.563822784103206	24.083796050835396	22.87682506950787	15.505608016264889	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0
