id	taxon_name	rank	NS_mean	WS_mean	X730NS	X730WS	X733NS	X733WS	X734NS	X734WS	X737NS	X737WS	X760NS	X760WS	X769NS	X769WS	X781NS	X781WS	X795NS	X795WS	X852NS	X852WS	X861NS	X861WS	X866NS	X866WS	X867NS	X867WS	X730NS_n_peptide	X730WS_n_peptide	X733NS_n_peptide	X733WS_n_peptide	X734NS_n_peptide	X734WS_n_peptide	X737NS_n_peptide	X737WS_n_peptide	X760NS_n_peptide	X760WS_n_peptide	X769NS_n_peptide	X769WS_n_peptide	X781NS_n_peptide	X781WS_n_peptide	X795NS_n_peptide	X795WS_n_peptide	X852NS_n_peptide	X852WS_n_peptide	X861NS_n_peptide	X861WS_n_peptide	X866NS_n_peptide	X866WS_n_peptide	X867NS_n_peptide	X867WS_n_peptide	X730NS_n_samp_children	X730WS_n_samp_children	X733NS_n_samp_children	X733WS_n_samp_children	X734NS_n_samp_children	X734WS_n_samp_children	X737NS_n_samp_children	X737WS_n_samp_children	X760NS_n_samp_children	X760WS_n_samp_children	X769NS_n_samp_children	X769WS_n_samp_children	X781NS_n_samp_children	X781WS_n_samp_children	X795NS_n_samp_children	X795WS_n_samp_children	X852NS_n_samp_children	X852WS_n_samp_children	X861NS_n_samp_children	X861WS_n_samp_children	X866NS_n_samp_children	X866WS_n_samp_children	X867NS_n_samp_children	X867WS_n_samp_children
444	Legionellaceae	family	18.688284111251303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.688284111251303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
445	Legionella	genus	18.688284111251303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.688284111251303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
468	Moraxellaceae	family	21.387234460913888	19.57809763979097	19.57042732279622	19.95734704905957	18.233404853723442	22.258182921327744	NA	15.440710292418434	22.945818261570473	19.453836325132155	19.740517628295734	18.362587043149613	17.77631197460237	17.47122639700208	21.297469701057427	16.343338776377543	NA	11.448826551991925	22.191788091438074	16.93309524065403	22.698928865270254	20.132089695248062	17.88619473641922	19.37404257024615	NA	15.179363643820572	1.0	2.0	1.0	4.0	NA	1.0	3.0	1.0	5.0	2.0	3.0	2.0	4.0	2.0	NA	1.0	1.0	2.0	2.0	3.0	2.0	2.0	NA	1.0	1.0	2.0	1.0	2.0	NA	1.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	1.0	1.0	1.0	2.0	2.0	2.0	1.0	NA	1.0
469	Acinetobacter	genus	21.17719015670305	19.562259004515084	NA	19.872036659954222	NA	22.161960734449803	NA	NA	22.847901536423766	19.453836325132155	19.659603599039908	16.923231582461074	16.640450398819535	17.010955738918348	21.021775999906644	15.993853888457755	NA	NA	22.191788091438074	16.93309524065403	19.966990061965262	17.665668271095175	17.411253584150867	19.37404257024615	NA	15.179363643820572	NA	1.0	NA	2.0	NA	NA	2.0	1.0	4.0	1.0	2.0	1.0	3.0	1.0	NA	NA	1.0	2.0	1.0	1.0	1.0	2.0	NA	1.0	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA
470	Acinetobacter baumannii	species	21.815966186967536	16.353796132756273	NA	NA	NA	NA	NA	NA	22.8038938705431	NA	NA	NA	NA	17.010955738918348	15.909014200781321	NA	NA	NA	NA	15.112611646205991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
475	Moraxella	genus	19.947179066649444	17.65478301840881	19.57042732279622	15.835000922322477	18.233404853723442	18.304086245733284	NA	15.440710292418434	19.016069536334772	NA	15.544016998691076	17.698911563033963	16.900473137773474	15.598992334919588	18.77418918981779	14.126657746996273	NA	11.448826551991925	NA	NA	22.463574709878582	19.844131779873454	16.05228727690794	NA	NA	NA	1.0	1.0	1.0	2.0	NA	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	NA	NA	1.0	2.0	1.0	NA	NA	NA	1.0	NA	1.0	1.0	NA	NA	1.0	NA	1.0	NA	1.0	1.0	NA	1.0	NA	1.0	NA	NA	NA	1.0	NA	NA	NA	NA
480	Moraxella catarrhalis	species	18.447178699427212	17.47104254567281	19.57042732279622	NA	18.233404853723442	17.965141510952357	NA	NA	19.016069536334772	NA	15.544016998691076	NA	16.900473137773474	15.598992334919588	NA	14.126657746996273	NA	11.448826551991925	NA	NA	NA	19.151156459675676	NA	NA	NA	NA	1.0	NA	1.0	1.0	NA	NA	1.0	NA	1.0	NA	1.0	1.0	NA	1.0	NA	1.0	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
481	Neisseriaceae	family	28.278684423613377	23.578683124887302	26.279624887263825	21.380348299519405	20.265011634052577	23.91010523361957	25.25318938906157	23.335995567372958	29.376602440071647	24.118713642422897	29.314496888630163	24.155079469088264	27.84869359057641	23.955877447655148	26.053970602682007	22.206147855022408	26.136961673636467	24.218827734120904	30.536410054639767	21.765106446060418	28.260904828623545	24.25663214471386	27.118776073693006	23.408432498906212	23.31084301358886	23.09876369681084	97.0	4.0	2.0	9.0	49.0	28.0	726.0	27.0	710.0	13.0	373.0	5.0	12.0	14.0	90.0	13.0	1287.0	21.0	213.0	11.0	241.0	7.0	21.0	10.0	3.0	2.0	1.0	1.0	4.0	3.0	4.0	4.0	4.0	3.0	4.0	1.0	3.0	3.0	5.0	2.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0
482	Neisseria	genus	24.71621468525704	23.337955500492264	25.223090542671255	21.27224809407663	20.265011634052577	23.91010523361957	24.83614617766947	22.692110278798545	25.957369156876148	23.447797104924483	23.198609553932194	24.0683176709993	22.181396494802417	23.955877447655148	22.066815581067022	21.790934894894853	22.16909502782755	23.750883107517165	22.024013786211157	18.976851915575853	27.235996366157103	24.24262323762376	22.14990082739342	23.364086988206875	22.17612089170129	22.922522172295945	8.0	3.0	2.0	9.0	14.0	9.0	17.0	7.0	8.0	5.0	5.0	5.0	10.0	6.0	6.0	11.0	11.0	2.0	14.0	8.0	11.0	3.0	9.0	6.0	5.0	2.0	1.0	2.0	6.0	3.0	6.0	3.0	4.0	2.0	2.0	3.0	5.0	3.0	4.0	5.0	3.0	NA	6.0	5.0	2.0	3.0	3.0	3.0
483	Neisseria cinerea	species	14.578659144077518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.578659144077518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
484	Neisseria flavescens	species	23.337009132035252	15.936646421980356	NA	NA	NA	NA	24.271441399364868	NA	19.84471287190308	17.268738952696484	NA	NA	NA	NA	NA	14.48413979794264	NA	12.840464026934528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	3.0	1.0	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
485	Neisseria gonorrhoeae	species	17.99177269462867	16.837798300214782	NA	NA	NA	17.03956852369212	19.276383989992475	NA	15.718977830089587	NA	16.71184281049381	NA	16.098864164310758	NA	NA	NA	NA	NA	NA	NA	18.73664688469165	16.60314853587925	NA	NA	NA	NA	NA	NA	NA	1.0	3.0	NA	1.0	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	2.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
486	Neisseria lactamica	species	24.734956027404564	16.567311234526883	25.191928644792643	17.60017032331032	NA	NA	21.272901747000155	15.507164786199656	18.304416037830766	NA	NA	NA	NA	17.332666458461784	NA	NA	21.21431538273568	16.026534642100476	18.465898805435042	NA	27.14205977654237	13.046993468687933	NA	NA	21.685890980779803	NA	1.0	1.0	NA	NA	1.0	1.0	1.0	NA	NA	NA	NA	1.0	NA	NA	1.0	1.0	1.0	NA	2.0	1.0	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
487	Neisseria meningitidis	species	17.07838753889445	17.544227929602698	16.48102143608277	NA	NA	NA	NA	19.00153755949002	NA	NA	12.30959660652564	16.420663733261524	NA	NA	13.300830667588023	14.975106200326268	NA	NA	NA	NA	NA	NA	NA	17.539869912463537	18.769671285338408	16.8767187547411	1.0	NA	NA	NA	NA	1.0	NA	NA	1.0	1.0	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	2.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
488	Neisseria mucosa	species	19.952196584718653	15.99961537741206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.952196584718653	NA	NA	15.99961537741206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
489	Neisseria polysaccharea	species	NA	19.762574069015187	NA	NA	NA	NA	NA	NA	NA	19.560101230130947	NA	NA	NA	NA	NA	NA	NA	19.940096866735797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
490	Neisseria sicca	species	19.507794848621867	12.478810046315543	17.2686170804941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.32191924711959	12.478810046315543	16.119145615053046	NA	NA	NA	17.003498145512644	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	1.0	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
495	Neisseria elongata	species	20.666971018456596	23.470074909971032	NA	NA	16.492266162956334	23.809777524311254	22.02839292313005	NA	18.81759421249752	NA	22.5896398094352	23.988948783634815	NA	23.544722373982225	18.750388286482558	NA	20.20749034578956	21.67560910394543	18.715875823016503	NA	16.502000919727735	24.122173983010253	NA	23.329456781420888	NA	22.416289467808173	NA	NA	1.0	1.0	1.0	NA	2.0	NA	2.0	1.0	NA	1.0	1.0	NA	2.0	2.0	2.0	NA	1.0	2.0	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
502	Kingella denitrificans	species	21.343672300394132	18.169249045589268	15.476067012594424	NA	NA	NA	18.658875378701996	19.793253338849414	18.393015117104593	17.95930574110847	23.552908049535127	17.14667493362871	17.581447690549354	NA	NA	13.376190412464359	NA	NA	NA	NA	NA	16.970048566004667	NA	18.292665430510052	NA	NA	1.0	NA	NA	NA	1.0	2.0	1.0	1.0	1.0	1.0	1.0	NA	NA	1.0	NA	NA	NA	NA	NA	1.0	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
504	Kingella kingae	species	20.401835284471094	17.19771402788787	NA	NA	NA	NA	NA	NA	22.168784906366344	NA	18.540123220883075	NA	NA	NA	NA	17.19771402788787	NA	NA	18.63651556363855	NA	15.209671727058826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	1.0	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
505	Kingella oralis	species	20.076864101082855	17.95602870334012	20.920448350554153	NA	NA	NA	15.334553310573476	19.199686728680103	19.609348665174817	NA	13.275935673249831	NA	NA	NA	NA	18.87784975056006	22.62049678341719	NA	17.133438143139646	17.42440680360032	12.887087073582972	12.56706086304786	15.816497866886714	12.441228404584258	18.812826629167798	NA	1.0	NA	NA	NA	1.0	2.0	6.0	NA	1.0	NA	NA	NA	NA	4.0	4.0	NA	1.0	1.0	1.0	1.0	2.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
506	Alcaligenaceae	family	20.156175660758798	21.54799402616317	20.39618563821743	13.843915155269952	16.215396539292176	17.51656024074378	18.6395078955728	24.312099998704348	20.775261310145954	18.30912405746843	17.077161412943415	NA	21.27489349229693	16.89490446388801	NA	13.420506581270693	NA	18.37276758963491	20.947456348924227	22.3566117853994	20.876719598203774	18.428041519845575	19.78472240559185	20.77824472481615	18.929135237792902	22.061740463882344	1.0	1.0	1.0	1.0	1.0	4.0	4.0	1.0	2.0	NA	4.0	2.0	NA	1.0	NA	3.0	3.0	3.0	5.0	2.0	3.0	2.0	2.0	5.0	1.0	1.0	NA	1.0	1.0	2.0	2.0	1.0	1.0	NA	2.0	1.0	NA	1.0	NA	1.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0
517	Bordetella	genus	19.787508770444493	20.83326904040075	NA	NA	NA	NA	NA	17.64755117604354	19.789012249852856	NA	NA	NA	20.561828673485984	NA	NA	NA	NA	NA	NA	22.008698756445764	19.53542253454011	18.317460994101108	19.769687403304193	NA	18.67087714369009	21.375920185760886	NA	NA	NA	NA	NA	1.0	2.0	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	1.0	1.0	1.0	1.0	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	1.0	1.0	1.0	1.0	NA	1.0	1.0
520	Bordetella pertussis	species	19.78114792544641	21.2081132493144	NA	NA	NA	NA	NA	NA	19.756957606788287	NA	NA	NA	20.561828673485984	NA	NA	NA	NA	NA	NA	22.008698756445764	19.53542253454011	18.317460994101108	19.769687403304193	NA	18.67087714369009	21.375920185760886	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	1.0	1.0	1.0	1.0	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
528	Ochrobactrum	genus	19.351951496897506	18.209388100503826	17.32973932163931	NA	NA	NA	19.372249717969982	19.215216591571888	NA	14.066333087698286	NA	16.116002207357536	18.3056031364592	18.268959689434904	17.427566853099865	18.632775149666465	18.203582576964813	19.185035317848055	17.920435408864105	18.408116759453875	NA	NA	21.412043736649157	15.912738848566345	NA	NA	3.0	NA	NA	NA	1.0	4.0	NA	1.0	NA	1.0	2.0	1.0	2.0	1.0	2.0	2.0	1.0	3.0	NA	NA	2.0	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA
529	Ochrobactrum anthropi	species	13.558315621932872	18.055804585062127	NA	NA	NA	NA	NA	18.980070446699635	NA	NA	NA	NA	13.558315621932872	NA	NA	NA	NA	NA	NA	14.76642436617307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
538	Eikenella	genus	28.160032519933246	20.531219552204576	24.981198892489466	NA	NA	NA	22.860601445135284	NA	29.004508781019204	20.582097538992294	29.057823427263056	18.68541890960223	27.608676472819827	NA	17.882652250621277	19.114010420274244	25.65510552159102	22.366817403252767	30.322911105580168	21.32184661155648	27.06944339099502	NA	26.832155368469337	13.338711784481504	NA	13.054037630167333	59.0	NA	NA	NA	26.0	NA	530.0	10.0	527.0	4.0	274.0	NA	1.0	2.0	47.0	2.0	950.0	13.0	148.0	NA	156.0	1.0	NA	1.0	1.0	NA	NA	NA	1.0	NA	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	NA	1.0
539	Eikenella corrodens	species	28.15988475292946	20.531219552204576	24.981198892489466	NA	NA	NA	22.860601445135284	NA	29.004508781019204	20.582097538992294	29.057823427263056	18.68541890960223	27.608676472819827	NA	17.882652250621277	19.114010420274244	25.65510552159102	22.366817403252767	30.322581105865677	21.32184661155648	27.06944339099502	NA	26.832155368469337	13.338711784481504	NA	13.054037630167333	59.0	NA	NA	NA	26.0	NA	530.0	10.0	527.0	4.0	274.0	NA	1.0	2.0	47.0	2.0	949.0	13.0	148.0	NA	156.0	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
543	Enterobacteriaceae	family	24.54196806315169	21.658968255049587	21.19265183166299	18.778936903337083	24.406801994236776	23.28442984893313	23.565360578028596	18.64742508274806	22.52171584507061	21.749320324152237	22.946295998994973	20.370563882738377	23.199160672801856	NA	21.86008964867918	21.406910140003635	22.450051933111922	18.220177077240002	27.46551744983655	23.231342373402192	23.87497620706519	20.725397072832983	23.600296651876587	18.767739575829392	23.15944261067403	22.351852296751417	2.0	1.0	4.0	10.0	7.0	4.0	9.0	4.0	6.0	7.0	5.0	NA	5.0	5.0	6.0	2.0	105.0	20.0	12.0	3.0	7.0	5.0	6.0	6.0	1.0	NA	2.0	2.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	NA	3.0	2.0	3.0	1.0	6.0	3.0	4.0	2.0	2.0	2.0	3.0	4.0
544	Citrobacter	genus	NA	17.774218228549007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.774218228549007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0
546	Citrobacter freundii	species	NA	17.774218228549007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.774218228549007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
547	Enterobacter	genus	19.601635812652383	19.67238032448583	NA	NA	NA	NA	NA	16.76595876802439	20.664000908865503	21.235748798093933	13.853519878682256	NA	NA	NA	NA	NA	NA	NA	19.43843587301348	20.113891634570233	NA	NA	NA	17.94066970341471	NA	17.684285320969487	NA	NA	NA	NA	NA	1.0	2.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	2.0	2.0	NA	NA	NA	2.0	NA	1.0	NA	NA	NA	NA	NA	NA	2.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	1.0	NA	1.0
561	Escherichia	genus	22.556256417427708	20.21895138636376	20.957932862428358	NA	16.753148142039393	21.076255852681506	22.894815588307946	NA	21.833737707031716	19.25403561402104	22.745346953981603	16.070642130882273	22.863845505317617	NA	21.46339233967411	17.367186027297727	22.240535876546968	NA	23.35502244695313	20.310184073544786	22.752538720454055	17.97846239976463	23.471649729808536	NA	22.999755297209713	21.898927316167534	1.0	NA	1.0	1.0	1.0	NA	2.0	1.0	2.0	1.0	1.0	NA	1.0	2.0	2.0	NA	3.0	1.0	2.0	1.0	3.0	NA	1.0	2.0	1.0	NA	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0
562	Escherichia coli	species	22.556256417427708	20.19606029983092	20.957932862428358	NA	16.753148142039393	21.076255852681506	22.894815588307946	NA	21.833737707031716	19.25403561402104	22.745346953981603	16.070642130882273	22.863845505317617	NA	21.46339233967411	15.077672203691824	22.240535876546968	NA	23.35502244695313	20.310184073544786	22.752538720454055	17.97846239976463	23.471649729808536	NA	22.999755297209713	21.898927316167534	1.0	NA	1.0	1.0	1.0	NA	2.0	1.0	2.0	1.0	1.0	NA	1.0	1.0	2.0	NA	3.0	1.0	2.0	1.0	3.0	NA	1.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
570	Klebsiella	genus	20.154526099744498	20.41899213504309	NA	NA	19.128776879077925	21.249348232942097	18.02212973081221	NA	16.432329167893286	NA	19.340271646652887	18.755269990869454	19.768247675411093	NA	11.635205276062973	NA	18.14449233761223	NA	22.60274905669118	NA	21.387114647572414	20.27697633124192	19.076512440701837	NA	18.594738831422337	NA	NA	NA	1.0	2.0	1.0	NA	2.0	NA	1.0	3.0	1.0	NA	1.0	NA	1.0	NA	3.0	NA	2.0	1.0	2.0	NA	1.0	NA	NA	NA	1.0	1.0	1.0	NA	NA	NA	1.0	2.0	1.0	NA	1.0	NA	1.0	NA	1.0	NA	2.0	1.0	1.0	NA	1.0	NA
573	Klebsiella pneumoniae	species	20.084027984166553	19.584235522521958	NA	NA	19.128776879077925	NA	18.02212973081221	NA	NA	NA	19.340271646652887	18.20209321288953	19.768247675411093	NA	11.635205276062973	NA	18.14449233761223	NA	22.60274905669118	NA	NA	20.27697633124192	19.065617548435252	NA	18.594738831422337	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	1.0	1.0	1.0	NA	1.0	NA	1.0	NA	3.0	NA	NA	1.0	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
583	Proteus	genus	22.273580465991657	19.444273701641677	NA	17.54892904319732	NA	NA	NA	NA	19.30979406183246	NA	24.88274175582781	NA	17.485035565559357	21.43926806965281	18.721085485583234	17.63791852690082	NA	NA	21.3098127213008	18.68699756221621	19.088196987789658	18.25872844897425	NA	NA	17.02357286136761	18.219491792804487	NA	2.0	NA	NA	NA	NA	2.0	NA	3.0	NA	1.0	2.0	1.0	1.0	NA	NA	2.0	3.0	2.0	1.0	NA	NA	1.0	1.0	NA	1.0	NA	NA	NA	NA	1.0	NA	1.0	NA	1.0	1.0	NA	1.0	NA	NA	1.0	1.0	1.0	1.0	NA	NA	1.0	NA
584	Proteus mirabilis	species	22.381341446661132	19.361365739446615	NA	17.54892904319732	NA	NA	NA	NA	19.30979406183246	NA	24.88274175582781	NA	17.485035565559357	21.235333941813135	NA	17.63791852690082	NA	NA	18.291332070606927	17.53210001168905	19.088196987789658	18.25872844897425	NA	NA	17.02357286136761	NA	NA	2.0	NA	NA	NA	NA	2.0	NA	3.0	NA	1.0	1.0	NA	1.0	NA	NA	1.0	2.0	2.0	1.0	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
613	Serratia	genus	18.777438781375924	15.951166830686441	NA	NA	NA	NA	NA	NA	NA	15.951166830686441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.66209987992137	NA	19.600542977101288	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA
620	Shigella	genus	15.497109469026636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.46849512666708	NA	15.525167295940982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA
622	Shigella dysenteriae	species	15.46849512666708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.46849512666708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
624	Shigella sonnei	species	15.525167295940982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.525167295940982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
626	Xenorhabdus	genus	19.16677636271658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.16677636271658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
