id	name	namespace	NS_mean	WS_mean	X737NS	X737WS	X852NS	X852WS	X867NS	X867WS	X737NS_n_peptide	X737WS_n_peptide	X852NS_n_peptide	X852WS_n_peptide	X867NS_n_peptide	X867WS_n_peptide	X737NS_n_samp_children	X737WS_n_samp_children	X852NS_n_samp_children	X852WS_n_samp_children	X867NS_n_samp_children	X867WS_n_samp_children	log2fc_NS_over_WS	p	corrected_p
GO:0006096	glycolytic process	biological_process	27.066852337916302	28.909528350851012	26.49207354460623	28.77726866200677	26.949140101943694	29.21676738241011	27.55943653334024	28.67550651697391	19.0	24.0	24.0	26.0	25.0	23.0	NA	NA	NA	NA	NA	NA	-1.8426760129347102	0.005752572033286214	0.027472479976469594
GO:0006098	pentose-phosphate shunt	biological_process	22.267103467702512	23.61320268592087	22.789505325093604	23.416488979792927	22.366379099891947	23.62820553452736	21.245064701168584	23.77284571801016	2.0	3.0	5.0	5.0	4.0	3.0	NA	NA	NA	NA	NA	NA	-1.3460992182183595	0.035616360581157275	0.0764448714912644
GO:0006099	tricarboxylic acid cycle	biological_process	24.97282180260005	23.48769489133773	24.039018667712355	22.83837336559037	25.11979169517696	22.54913158283947	25.426241351339087	24.36792409727941	6.0	8.0	4.0	5.0	7.0	6.0	NA	NA	NA	NA	NA	NA	1.48512691126232	0.0841156822755258	0.14739981513644176
GO:0006139	nucleobase-containing compound metabolic process	biological_process	32.861495807970186	34.579041947368864	32.55108498108114	34.46370218405236	32.67944116230281	34.86185087137257	33.25341871917227	34.3619099270082	1833.0	2360.0	2434.0	2661.0	2552.0	2258.0	4.0	4.0	4.0	4.0	4.0	4.0	-1.717546139398678	0.0027915450546138892	0.022983633806058907
GO:0006163	purine nucleotide metabolic process	biological_process	29.65921027728529	31.40659221654757	29.368897175469808	31.287617470026685	29.455529384587308	31.68227964636333	30.05311314084605	31.20333515877893	175.0	215.0	227.0	241.0	237.0	208.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.7473819392622794	0.0024885775876262364	0.022983633806058907
GO:0006164	purine nucleotide biosynthetic process	biological_process	27.43013463494955	29.17376127395132	27.209074263443945	29.067962728698802	27.197174606178674	29.43702315334175	27.798822613133673	28.973711200713872	43.0	55.0	59.0	62.0	61.0	54.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.7436266390017714	0.0019607870869358273	0.022983633806058907
GO:0006166	purine ribonucleoside salvage	biological_process	20.09213558784318	22.56947072712725	18.531723294462964	22.348184222950373	20.697654664153337	22.638520795858184	20.280434884244308	22.697993915799266	1.0	3.0	4.0	4.0	4.0	4.0	NA	NA	NA	NA	NA	NA	-2.477335139284069	0.015427897075696174	0.0462006141761293
GO:0006177	GMP biosynthetic process	biological_process	19.922561098634176	22.366897198795577	18.40632642161634	22.182593371501245	20.55893102107378	23.005688191508327	20.054795466120623	21.537854291478734	2.0	4.0	3.0	3.0	3.0	4.0	NA	NA	NA	NA	NA	NA	-2.444336100161401	0.029708319461361696	0.0672806058389662
GO:0006220	pyrimidine nucleotide metabolic process	biological_process	23.732903560692804	24.70491371489109	23.019407847373905	24.985300020348983	23.35900856854909	24.87408122674445	24.42752800677145	24.10778971174182	18.0	24.0	15.0	27.0	27.0	18.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.9720101541982871	0.10574613658452303	0.17846471270155118
GO:0006259	DNA metabolic process	biological_process	25.005796348286964	26.02268503908947	24.75370054026582	25.74257009838165	25.10130811697939	26.429739289583964	25.132610551934892	25.78906644225473	19.0	21.0	26.0	27.0	23.0	21.0	5.0	6.0	6.0	6.0	6.0	6.0	-1.0168886908025065	0.017228531483467896	0.049181554637775626
GO:0006261	DNA-dependent DNA replication	biological_process	22.97354013774098	25.02960209139729	22.08302562643577	24.802095368118447	22.98749925088732	25.465508385800124	23.510444086527553	24.695231241278965	2.0	5.0	5.0	5.0	4.0	5.0	NA	NA	NA	NA	NA	NA	-2.056061953656311	0.011532017166833074	0.04301923267523727
GO:0006265	DNA topological change	biological_process	19.478865817991323	22.001511480696244	19.540149037907085	21.844696629582238	19.560193945766773	21.471667529090467	19.324640912169865	22.497582188814764	3.0	4.0	5.0	4.0	4.0	4.0	NA	NA	NA	NA	NA	NA	-2.522645662704921	0.0013447663669905782	0.022983633806058907
GO:0006310	DNA recombination	biological_process	23.161548905272657	23.290189017573805	22.99047112719614	22.61527523417997	23.41415278069621	23.535860626151628	23.041984729755946	23.53870656244642	3.0	3.0	3.0	4.0	3.0	3.0	NA	NA	NA	NA	NA	NA	-0.1286401123011487	0.8206997596613184	0.8539713715394799
GO:0006351	transcription, DNA-templated	biological_process	24.62789074833979	25.9921465646958	24.372740852217703	25.852277088254798	24.716664581830784	26.473554152312502	24.763601572737926	25.469914237535672	27.0	32.0	35.0	39.0	35.0	33.0	NA	NA	NA	NA	NA	NA	-1.3642558163560103	0.014360376479077135	0.045597896449028424
GO:0006355	regulation of transcription, DNA-templated	biological_process	22.48966583318263	23.942705019187137	22.541714735969553	24.01868382026905	22.777795043440968	24.381754353652703	22.059561075632878	23.18201354961195	5.0	13.0	13.0	14.0	8.0	12.0	1.0	2.0	3.0	3.0	3.0	2.0	-1.4530391860045064	0.027535631570640536	0.0639180860625424
GO:0006364	rRNA processing	biological_process	25.73030284670518	25.410684931471838	26.122822485621253	25.07565124833543	25.49188241711576	25.463533730840663	25.47815100961889	25.63709870442125	7.0	8.0	9.0	9.0	8.0	8.0	2.0	3.0	3.0	3.0	2.0	3.0	0.3196179152333407	0.3206489563868146	0.425689131754909
GO:0006399	tRNA metabolic process	biological_process	24.353899506294088	25.24586649208205	24.38517908612969	24.97737380427392	24.031095571791358	25.61168569423189	24.590933796927942	25.06340855579398	21.0	31.0	39.0	41.0	35.0	33.0	2.0	3.0	3.0	3.0	3.0	3.0	-0.8919669857879633	0.02660411375297231	0.06367932267818095
GO:0006417	regulation of translation	biological_process	24.556760532478037	25.89364699557797	24.90376847955541	26.36251344797756	23.862903641305927	26.070006979966106	24.707165581486638	24.852524582986785	7.0	6.0	7.0	8.0	8.0	6.0	3.0	3.0	3.0	3.0	3.0	3.0	-1.3368864630999333	0.08658521229201807	0.15066805302791844
GO:0006418	tRNA aminoacylation for protein translation	biological_process	24.265049068127688	25.04876182072822	24.36552954211146	24.80217787298883	23.83540954153615	25.465882308759607	24.51045012770225	24.765709381848463	20.0	27.0	34.0	36.0	31.0	28.0	13.0	16.0	16.0	16.0	16.0	16.0	-0.7837127526005325	0.06490056848377751	0.1179314164778966
GO:0006422	aspartyl-tRNA aminoacylation	biological_process	20.264501794926005	22.676953034448875	19.47457725781092	22.825169630489906	20.93403664419414	22.79063400719831	19.997536053629844	22.372618965731906	4.0	6.0	7.0	6.0	6.0	5.0	NA	NA	NA	NA	NA	NA	-2.41245123952287	0.004979241289955179	0.026533699651781595
GO:0006438	valyl-tRNA aminoacylation	biological_process	19.619867747954004	21.529300039300466	19.386978450479287	21.52996220263029	19.57869322162448	21.88142267209331	19.855236468113702	21.061574409622022	2.0	3.0	3.0	4.0	3.0	3.0	NA	NA	NA	NA	NA	NA	-1.9094322913464623	0.0023315085610888116	0.022983633806058907
GO:0006457	protein folding	biological_process	26.127958294808984	27.42624868957996	24.94184398983704	27.114125338248005	26.879439086326947	27.811983669315325	25.93859901752036	27.25491171311117	28.0	32.0	33.0	36.0	31.0	30.0	1.0	3.0	3.0	3.0	3.0	3.0	-1.2982903947709765	0.06955160237705532	0.12454589262868047
GO:0006464	cellular protein modification process	biological_process	22.827558991424517	21.401469399594053	23.79103778977075	20.732077940935174	20.680269808164862	21.70023333355001	22.548725667933432	21.59194279194889	7.0	5.0	6.0	9.0	9.0	5.0	5.0	3.0	3.0	5.0	5.0	4.0	1.4260895918304648	0.3545299722072072	0.4588034934446211
GO:0006518	peptide metabolic process	biological_process	28.49258420453497	29.170027660723576	28.59570254251069	28.834550386062713	28.28224621616743	29.295424699708324	28.578787398551732	29.329230822302453	111.0	115.0	125.0	132.0	120.0	112.0	2.0	2.0	3.0	3.0	2.0	2.0	-0.6774434561886054	0.024298816426254883	0.060599477403129584
GO:0006520	cellular amino acid metabolic process	biological_process	30.552083785652947	30.238239855632447	30.77506283992578	29.66100617212993	29.835231236456266	30.82772157802957	30.844200544543114	29.96078663741753	345.0	329.0	468.0	486.0	385.0	315.0	8.0	8.0	8.0	8.0	8.0	8.0	0.31384393002050004	0.5218483647873821	0.6229817688159445
GO:0006525	arginine metabolic process	biological_process	26.096073742903066	26.27587720143553	26.02926561539489	26.169189782484487	25.460888290076323	26.410043327240185	26.582936339395967	26.237609639823646	13.0	11.0	13.0	13.0	12.0	12.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.17980345853246504	0.49641476330832907	0.600358565613296
GO:0006527	arginine catabolic process	biological_process	25.722121472415505	25.91028771403783	25.46729809372528	25.83549152829	25.294439324563452	26.095966672225103	26.22644185256386	25.77924568571901	8.0	7.0	8.0	8.0	7.0	8.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.18816624162232287	0.4703890804126462	0.5737815317508714
GO:0006531	aspartate metabolic process	biological_process	23.73085261645509	22.28265610009479	23.795205652807496	21.98958091957301	23.48505729883881	20.857802270679308	23.88275468777796	23.13974723371519	4.0	4.0	2.0	2.0	3.0	3.0	NA	NA	NA	NA	NA	NA	1.448196516360298	0.061573974707622436	0.1132225922981953
GO:0006536	glutamate metabolic process	biological_process	26.05124626427327	25.57803720276025	26.389912855668587	23.828739111807753	25.44189715675581	26.89365625480433	26.162171199520802	23.35009113920492	16.0	11.0	23.0	23.0	23.0	9.0	2.0	2.0	2.0	2.0	2.0	2.0	0.4732090615130211	0.31776299926640655	0.4246030532496914
GO:0006548	histidine catabolic process	biological_process	26.05124626427327	25.57803720276025	26.389912855668587	23.828739111807753	25.44189715675581	26.89365625480433	26.162171199520802	23.35009113920492	16.0	11.0	23.0	23.0	23.0	9.0	2.0	2.0	2.0	2.0	2.0	2.0	0.4732090615130211	0.31776299926640655	0.4246030532496914
GO:0006563	L-serine metabolic process	biological_process	20.868825628972974	22.724199738169155	20.73590538416704	22.66140603629812	20.710305907925445	22.695018817366858	21.12229765319752	22.811818902179407	4.0	4.0	2.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	-1.8553741091961804	0.00018735391154200333	0.022983633806058907
GO:0006576	cellular biogenic amine metabolic process	biological_process	25.30306447495807	24.81921714226741	26.254389257403478	24.00472776573727	25.06432239176745	26.03932860870073	23.11120149473082	21.52222051762195	6.0	4.0	6.0	6.0	3.0	1.0	4.0	3.0	4.0	4.0	2.0	1.0	0.4838473326906616	0.581870305758728	0.6840307411209474
GO:0006591	ornithine metabolic process	biological_process	25.92264638192767	26.039192661939488	25.899227840129978	25.86966211668981	25.21678706404783	26.21361575640043	26.4111863256086	26.013509037475234	6.0	6.0	6.0	6.0	6.0	6.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.11654628001181777	0.625864481994611	0.7260499452140873
GO:0006605	protein targeting	biological_process	23.88479519214909	24.980720434173268	23.87725323515233	23.478260338593802	21.59230731381828	23.95381526548329	24.73366613770057	26.08926977247604	5.0	6.0	8.0	10.0	8.0	6.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.095925242024176	0.4208855978542366	0.5280356991409567
GO:0006629	lipid metabolic process	biological_process	28.970656859416838	28.00890946655345	29.497144331594995	28.122915319710426	27.780251357914384	27.94711625881465	29.135960893301306	27.949562502732697	85.0	80.0	99.0	115.0	105.0	87.0	4.0	3.0	4.0	4.0	4.0	3.0	0.9617473928633871	0.2037610825200559	0.30099958472986676
GO:0006633	fatty acid biosynthetic process	biological_process	24.29782499784713	25.57155865216432	24.260253658511004	25.62403121318236	24.10388636297833	25.350669918860692	24.501327485313762	25.71550391749762	9.0	12.0	13.0	14.0	12.0	10.0	NA	NA	NA	NA	NA	NA	-1.2737336543171907	0.0013215845835692214	0.022983633806058907
GO:0006637	acyl-CoA metabolic process	biological_process	25.38274443429424	25.62657622468703	26.13464088379633	24.860098892884803	24.502339764395472	25.60291344466205	25.010873960857353	26.1409933493719	17.0	12.0	17.0	17.0	19.0	12.0	3.0	3.0	3.0	3.0	3.0	2.0	-0.24383179039279312	0.6281884760103706	0.727232374886599
GO:0006643	membrane lipid metabolic process	biological_process	26.312043697613287	22.76375373291861	27.132091507439746	20.832377565238065	24.186645289006357	24.11987779220472	26.31973837367681	20.272535967384293	6.0	3.0	6.0	9.0	9.0	6.0	2.0	2.0	2.0	2.0	2.0	2.0	3.5482899646946784	0.049694230611658896	0.0981142501819935
GO:0006644	phospholipid metabolic process	biological_process	26.16778837308948	25.88988927605105	26.76615034645718	26.258248236986127	25.119866529463593	25.448676184464922	26.171158933377924	25.849809719476923	22.0	20.0	22.0	28.0	26.0	22.0	5.0	5.0	4.0	5.0	5.0	5.0	0.2778990970384285	0.7707795579025603	0.8388696248550833
GO:0006664	glycolipid metabolic process	biological_process	25.727081196892122	22.17879123219745	26.54712900671859	20.247415064516908	23.601682788285203	23.534915291483564	25.734775872955648	19.687573466663128	4.0	2.0	4.0	6.0	6.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	3.5482899646946713	0.04969423061165904	0.0981142501819935
GO:0006720	isoprenoid metabolic process	biological_process	23.272303562900987	24.82975438889277	22.90570743025461	25.224798005897327	23.56937431375741	24.102853021825265	23.26614812880333	24.94187700355239	8.0	8.0	11.0	11.0	9.0	9.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.5574508259917828	0.017635627338689296	0.04924177923984063
GO:0006725	cellular aromatic compound metabolic process	biological_process	33.37926355967214	35.01103090584967	33.14422320923642	34.881908346096246	33.18319028201788	35.31069708144411	33.73249143542466	34.784610426466024	2639.0	3303.0	3520.0	3826.0	3690.0	3164.0	8.0	9.0	9.0	9.0	9.0	8.0	-1.6317673461775328	0.0027729385607178493	0.022983633806058907
GO:0006732	coenzyme metabolic process	biological_process	29.329125107781273	30.67089213430755	29.215789298928037	30.488231510459446	29.18801429098033	30.98510889665161	29.554068333707825	30.479214448810488	117.0	128.0	149.0	165.0	152.0	123.0	5.0	6.0	6.0	6.0	6.0	5.0	-1.341767026526277	0.002866716125105072	0.022983633806058907
GO:0006753	nucleoside phosphate metabolic process	biological_process	32.495383091856354	34.25056114955401	32.163024607099416	34.13801454719524	32.302658430257665	34.529793145180534	32.90768905367413	34.0354794790977	1318.0	1656.0	1689.0	1858.0	1804.0	1568.0	7.0	7.0	7.0	7.0	7.0	7.0	-1.7551780576976554	0.0029046861054870814	0.022983633806058907
GO:0006754	ATP biosynthetic process	biological_process	27.194748551229377	29.068331419126164	26.74944805326621	28.991264328084586	27.058184099421574	29.330097904108683	27.6339842560519	28.83906962553384	27.0	36.0	35.0	39.0	37.0	35.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.8735828678967863	0.0030306094230396195	0.022983633806058907
GO:0006760	folic acid-containing compound metabolic process	biological_process	27.017997687653214	25.659178314667106	27.387540663153356	24.60968255547512	26.93188239014106	26.43977851886331	26.63341496297389	25.335477507278714	21.0	10.0	21.0	26.0	27.0	10.0	2.0	2.0	2.0	2.0	2.0	2.0	1.3588193729861082	0.05722584952504183	0.10813228008412812
GO:0006766	vitamin metabolic process	biological_process	26.52086981984853	26.610093436988894	26.89757351840461	26.08490757376133	26.82451210273043	27.710449221835823	25.42351164355408	23.975717029660746	21.0	19.0	22.0	25.0	28.0	12.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.08922361714036242	0.7182043486359846	0.7969565820304012
GO:0006767	water-soluble vitamin metabolic process	biological_process	25.957370840364042	26.02959528412871	26.312611017683448	25.50167603135181	26.27432530274849	27.131170400670854	24.883684223053628	23.390754528939585	14.0	13.0	15.0	17.0	19.0	8.0	3.0	3.0	4.0	4.0	4.0	2.0	-0.07222444376466797	0.7037396676429573	0.7867579587442136
GO:0006790	sulfur compound metabolic process	biological_process	26.35980030155595	26.752501517333002	27.157668048574727	26.02597741673078	25.325902947099827	26.816014980888728	25.988492250977288	27.186138438431506	44.0	40.0	48.0	54.0	46.0	37.0	4.0	5.0	4.0	5.0	5.0	5.0	-0.39270121577705197	0.4601781591680472	0.5658078763423494
GO:0006793	phosphorus metabolic process	biological_process	33.88652667131344	35.62535411313091	33.583716368766325	35.51563403663753	33.68375759198114	35.90229360852151	34.28755311572469	35.41046149935645	3529.0	4406.0	4525.0	4979.0	4833.0	4180.0	2.0	5.0	5.0	4.0	5.0	4.0	-1.7388274418174703	0.0027133745438663874	0.022983633806058907
GO:0006796	phosphate-containing compound metabolic process	biological_process	32.780429565989216	34.5234368938939	32.47085111978993	34.41292601888268	32.58075669313467	34.80100477432333	33.183560404090464	34.30851080166228	1624.0	2025.0	2078.0	2286.0	2219.0	1921.0	9.0	11.0	11.0	11.0	10.0	10.0	-1.7430073279046852	0.0027462515912388377	0.022983633806058907
GO:0006807	nitrogen compound metabolic process	biological_process	34.149835393492104	35.519411282820336	34.047387013990296	35.355722683605265	33.90639482668461	35.824179778502725	34.44122762392786	35.321877408897684	4582.0	5418.0	5943.0	6460.0	6059.0	5179.0	6.0	5.0	6.0	5.0	6.0	4.0	-1.3695758893282317	0.0038595168902690216	0.02476523337922622
GO:0006810	transport	biological_process	28.000850984076795	29.04296543127579	28.047351334761448	29.07727611403688	27.097540802022024	28.849077845493003	28.519471494223552	29.182678327446066	138.0	156.0	187.0	213.0	184.0	157.0	5.0	5.0	5.0	5.0	5.0	5.0	-1.042114447198994	0.05563095350550991	0.10642443279314939
GO:0006811	ion transport	biological_process	26.633395991483226	28.02847791619727	26.935327497846856	28.330822632100066	25.88291616006452	27.84567248568649	26.86335346176366	27.85363648771287	54.0	64.0	66.0	78.0	69.0	64.0	3.0	3.0	3.0	3.0	3.0	3.0	-1.3950819247140451	0.01813383317312829	0.050003142320972596
GO:0006812	cation transport	biological_process	25.727469950828514	27.148566277965674	26.13490863754448	27.465778761709853	25.106744747522914	26.94269408128703	25.760737265462915	26.975677565850873	32.0	32.0	35.0	41.0	39.0	32.0	3.0	3.0	3.0	3.0	3.0	3.0	-1.4210963271371604	0.013303175850946874	0.0440895284896868
GO:0006879	cellular iron ion homeostasis	biological_process	23.60309069833012	23.09226202948531	22.63455446808868	23.390872144134274	24.62127065842845	22.78116411103544	22.494085088703667	23.03938649301221	4.0	4.0	2.0	3.0	3.0	3.0	NA	NA	NA	NA	NA	NA	0.5108286688448125	0.8126721661451928	0.8539713715394799
GO:0006886	intracellular protein transport	biological_process	24.003156959090123	25.102280840336512	23.916980413426256	23.662166640237785	21.934714230467588	24.36869483919229	24.866752370073986	26.123799433711792	7.0	8.0	12.0	14.0	11.0	8.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.0991238812463884	0.3688645634165318	0.4743644489866045
